image_path,label,ocr_text,ocr_status,ocr_text_length
data/raw/pitt_ads/images/1/163491.jpg,substance,"HUDSON WHISKEY? STRENGTH IN FAMILY Great whiskey is all about good grains. It’s a common trait that runs in our family. The soft, balanced richness of com. The sharp, peppery notes of rye. The smooth subtlety of wheat. The sweetness of malted barley. 90% of our resources are harvested from within ten miles of our distillery. We like to keep it local, keep it green and keep it real. DRINK RESPONSIBLY * HUDSONWHISKEY.COM HUDSON WHISKEY, 46% ALC/VOL. ©2011 DISTRIBUTED BY WILLIAM GRANT & SONS, INC. NEW YORK, NY.",ok,513
data/raw/pitt_ads/images/5/72805.jpg,safe_or_irrelevant,"Getz CRDi - 3,7 liter /100 km HYUNDAI",ok,37
data/raw/pitt_ads/images/7/123767.jpg,safe_or_irrelevant,"BIDNESS ETC 6000 NIGHT 6000 LUCK DESTINYYD aiaaeaiailiaiiaic iLL i * th LEVEL UP YOUR GAME WITH DESTINY EDITION RED BULL CANS FEATURING: DYI NeLsi REDBULL QUEST ASS OF WATER YTIMES CONSUMABLE EPIC FoR SN e3ONUS XP IME CONSUMABLE ee | een, Seth ne tg HOriigh Dingess Sora nd Your coder» prin wader me oe hae cree Manyow cabscotovedctetnn =] EPIC NEW C Eple NEW ¢ seers: ‘onder how extremely 2 W's natural, vegan, = alco delicious and great nd even better, LABLE NOW DISTRIBUTED $C dockets dyinglightgame.com",ok,506
data/raw/pitt_ads/images/2/89262.jpg,safe_or_irrelevant,——— WMA EXCELLENCE,ok,18
data/raw/pitt_ads/images/3/32673.jpg,substance,aes,ok,3
data/raw/pitt_ads/images/0/119060.jpg,safe_or_irrelevant,the sport for men with personality,ok,34
data/raw/pitt_ads/images/4/118194.jpg,safe_or_irrelevant,\POL RALPH LA@REN % THE NEW CLASSIR FOR MEN,ok,43
data/raw/pitt_ads/images/9/46259.jpg,violence_or_abuse,"got ethics? MS?- NO, PM Z/V7D WITH THE MILK INDUSTRY FOR ABUSING AND KILLING COWS. ‘MOST COWS IN DAIRY PRODUCTION ARE PAINFULLY MUTILATED, INTENSIVELY CONFINED, AND MERCILESSLY KILLED,",ok,184
data/raw/pitt_ads/images/6/163836.jpg,substance,"MELLOW AS MOONLIGHT rich mellowness — physicians pre- scribe it for its unvarying purity. E H Gold Label CO., Distillers ' | pits montane | GEO. A. DICKEL & h ¥ HrSh + NASHVI E I",ok,178
data/raw/pitt_ads/images/9/165269.jpg,substance,"cea TY WR Jan BE Pe FF i FA OE] Sh eS tp SE, BERS. OMEN. RAMRETRN. GTRC TER BAGH), BR RBOME. ORE =H ROEM, EASNAMPERAE, TAG, BATH. SE AUMMSRLAERE AERORK 18 AM WBAS, FOIZNRARR. RORAZEREM, em WER, SeMANOHH OB BRA IE Bal SAINT LIQUOR CO.,LTD SONIA MEAIMS *8i8:(0795)7333200",ok,269
data/raw/pitt_ads/images/10/175088.png,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/8/77918.jpg,substance,"Micra - Brewery INDIA'S 1 CHAIN OF MICROBREWERIES . | FOR FRANCHISEE +91 97110 70213, +91 96011 0064 NW SERVING: OMIA, NEW DEL, JALANORAR & MORAL FRANCHISE OPEN FOR CHANDIGARH AMRTSAR, BATHINDA & PANCHKULA QUERIES @THEBREWMASTERIN, MMW THEBREWMASTER IN",ok,252
data/raw/pitt_ads/images/1/84581.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/1/46241.jpg,violence_or_abuse,a HiFi ma,ok,9
data/raw/pitt_ads/images/8/35318.jpg,bullying,"Children and young people can fall victim to cyberbullying, but they can also become the bully, or be drawn into cyberbullying without even realizing it. «< Ilnitiative",ok,168
data/raw/pitt_ads/images/9/133579.jpg,substance,,ok,0
data/raw/pitt_ads/images/5/110145.jpg,safe_or_irrelevant,‘ rocket @ by Olds spark for bot,ok,32
data/raw/pitt_ads/images/1/90131.jpg,substance,“It’s toasted” ‘Your Throat Protection — agai,ok,45
data/raw/pitt_ads/images/8/152048.jpg,safe_or_irrelevant,"es 3h sts, Sg289 ) q 7 ST THAT LINGERS | 7... THE LU",ok,52
data/raw/pitt_ads/images/2/51112.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/4/11114.jpg,safe_or_irrelevant,For nay PINES S itzsyevenj more) whipped,ok,40
data/raw/pitt_ads/images/0/41540.jpg,violence_or_abuse,"7 | IF You SEE | ~ A) jo "" CHANGE ~ | ~ DONT Ty i CHANGE IT. | Downy 2 ma FE Rack Ne 49 | & HAS RS s) womens aid (PAPE ae 8 ‘an eh | ee ae es Text 'CHANG ce 126003510 donne 2 J help make don",ok,190
data/raw/pitt_ads/images/3/32473.jpg,substance,,ok,0
data/raw/pitt_ads/images/3/68103.jpg,safe_or_irrelevant,"Driven toTemptation. Parexcellence! Who ele but Godiva’ renowned Helgisn confectioners could turn the common golfhall into such a deliciously uncommon delight? With a luscious chocolate outside, crisp praliné and crunch centers, plus realistic pro shop puickaging, they're a unique stroke of genius. Goakiva Chiscolatier, 701 Fath Avedive, New west 3",ok,350
data/raw/pitt_ads/images/7/70237.jpg,safe_or_irrelevant,FREE Hush Puppies CNY Fortune Plush Dog with $148 Spent,ok,55
data/raw/pitt_ads/images/7/21357.jpg,substance,Reeth y ist the same old thing to drink.,ok,40
data/raw/pitt_ads/images/0/86290.jpg,safe_or_irrelevant,"ARRIVALS The latest looks in plus size fashion are just a click away, With perfectiy-fitted tops, sleek bottoms and stylish dresses, nobody fits you like Lane Bryant,",ok,166
data/raw/pitt_ads/images/3/14373.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/1/26211.jpg,safe_or_irrelevant,Where Tmaginalie,ok,16
data/raw/pitt_ads/images/10/177518.png,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/3/113633.jpg,safe_or_irrelevant,"Panera Bread 2014 Martin Luther King Jr. Writing Contest Tynera Awards will he given to students in grades 9-12 1st place - $500 2nd place- $250 3rd place - $125 In tribute to the legacy of Dr. King, Panera Bread is excited to invite high school students in the Greater Pittsburgh Area to help honor the legacy and ‘work of one ofthis nation’s most revered leaders, by ereating a contemporary refleetion and response to the provided prose, “Whatever affects one directly affeets all indirectly. I can never be what I ought to be until you are what you ought tobe, This is the interrelated structure of reality” Each respondent may present a essay, poem or spoken word lyre that rfleets on the following questions: ‘How do you feel about this quote? What dc is m yu? How can ion. life he lived? Essays and entry form should be emailed to infodicorpdiversity.com or mailed to CDA: (725 Realty Avenue Pittsburgh, Pa 1581 All entries, ineluding staff, must be cod oF email Sanuary 10.2013. 0 Exiday, January 2. 2014. The top 10 finalists wi ‘celebratory breakfast will be hosted in honor of the finaliats and their families on Sacurdl 2013. For more information contact: CAPA, Milllones, Obama, ""Garrick, , Solence & Technology Academy, Westinghouse, Allderdice, Brashear, } Northside Urban Pathways, Career Connections wad City Chart",ok,1330
data/raw/pitt_ads/images/2/163752.jpg,substance,,ok,0
data/raw/pitt_ads/images/7/126507.jpg,substance,—— ee ¢ Man Who ho Tinks Fr Hr el Knows... CIGARETTES,ok,53
data/raw/pitt_ads/images/6/1186.jpg,safe_or_irrelevant,G o J 0 U ng Ww oO > i L Qo c Le} in in Q c Fk u Q Q Q £ wv ‘ 2 é a),ok,68
data/raw/pitt_ads/images/3/44823.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/7/105577.jpg,safe_or_irrelevant,Silky Smooth Challenge YP ma Neutrogena,ok,39
data/raw/pitt_ads/images/10/177902.png,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/1/128051.jpg,bullying,You don't see bullying like this every day. Your kids do. (eames StopBullying.gov,ok,81
data/raw/pitt_ads/images/10/177959.png,violence_or_abuse,‘s a) SOME | i Bovity i oe (; w _ Bab ae You DON’T SWALLOW. DITCH DAIRY. | PCTA,ok,79
data/raw/pitt_ads/images/10/175354.png,substance,,ok,0
data/raw/pitt_ads/images/9/71389.jpg,safe_or_irrelevant,CREATIVITY MAKES THE MAN OF THE YEAR. JARED LETO FOR HUGO MAN,ok,61
data/raw/pitt_ads/images/6/111746.jpg,safe_or_irrelevant,THE GEELONG COLLEGE COMMUNITY MAGAZINE t - ISSUENO 128 JULY 2015,ok,64
data/raw/pitt_ads/images/0/30130.jpg,safe_or_irrelevant,AYRYRO www.alamy.com,ok,20
data/raw/pitt_ads/images/8/158558.jpg,substance,,ok,0
data/raw/pitt_ads/images/0/68580.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/6/9936.jpg,substance,It doesn't matter what you see. Bh It doesn't matter what you see- What's important is what it is- What's important is what it is-,ok,130
data/raw/pitt_ads/images/10/175275.png,substance,,ok,0
data/raw/pitt_ads/images/5/78505.jpg,substance,,ok,0
data/raw/pitt_ads/images/2/65832.jpg,safe_or_irrelevant,she’s void! / a seamlon Mocking,ok,31
data/raw/pitt_ads/images/10/171989.png,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/1/135011.jpg,substance,,ok,0
data/raw/pitt_ads/images/10/174306.png,safe_or_irrelevant,Explore ‘espace ae se,ok,21
data/raw/pitt_ads/images/10/173135.png,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/3/165343.jpg,substance,2 [yellow tail ] [yellow tail ],ok,31
data/raw/pitt_ads/images/4/154724.jpg,substance,é! BELVEDERE ALWAYS GOES DOWN SMOOTHLY. BELVEDERE,ok,49
data/raw/pitt_ads/images/8/144578.jpg,safe_or_irrelevant,"THE W DEPARTMENT OF THEATRE PRESENTS Music and Lyrics by Stephen Sondheim Book by Hugh Wheeler Directed by David Schmidt November 1-18, 2012 = [acrsymesnatsom tickers 801-581-7100 STU DIO 1 1 5 INFO www.theatre.utah.edu COLLEGE OF FINE ARTS ‘THE UNIVERSITY OF UTAH ho» FREE ADMISSION FOR U OF U STUDENTS SPONSORED IN PART BY FINE ARTS FEES",ok,339
data/raw/pitt_ads/images/6/102216.jpg,safe_or_irrelevant,= = < Ss oo Ges ppeal ing,ok,25
data/raw/pitt_ads/images/1/116231.jpg,violence_or_abuse,"NIELLA ALONSO 7 YAN <\ XS ANIMALS A ‘ND EXOTIC \ uay fiennoig toy zu Sa neh + xiwiay aphnaja Jo) 2100 JER ® BES “) leh REL SSA 18 Gj GaN { | W >. equeyd kdnayein + saiges edgy troud | OSING FAKE, FOR THEIR SAKE 4) \ Qasre creme",ok,227
data/raw/pitt_ads/images/3/11703.jpg,substance,,ok,0
data/raw/pitt_ads/images/3/17823.jpg,safe_or_irrelevant,Isn’t that Raquel Welrh. behind those Foster Grants?,ok,52
data/raw/pitt_ads/images/7/11847.jpg,substance,,ok,0
data/raw/pitt_ads/images/0/32670.jpg,substance,oR YOUR CHANGE TOE ANHONOURA CADDY * PHOTOGRAPHER ¢ MLC. « GROUNDSKEEPER FORE CHAE TW LOOKFORSPECALY HARE CASES OF COURS UAT,ok,124
data/raw/pitt_ads/images/5/116275.jpg,violence_or_abuse,"Thousands of mice, rats, rabbits, guinea pigs, and other animals are poisoned. AY KOKO bumed, and killed in cruel product tests each year. Visit PETA.org to order your free Beauty Without Bunnies Cruelty-Free Shopping Guide Fon",ok,227
data/raw/pitt_ads/images/5/60015.jpg,safe_or_irrelevant,"bet GEICO thinks footballs iS easy, too. rt out. One lite head fake and Fm around my defender. The ball gets thtovn, conte hore to pappa Dol catch it? Well, sometimes. But that's not feerant-You dont win guies by cfc «Bll You wit gates by Havieg he Jat ot the warrior awhichtI have and that meané iin a winner. - © GUMP-GUY MAGAZINES Geta free rate quote today. Saving cen cee eee GEICO ‘geico.com 1-800-947-AUTO",ok,412
data/raw/pitt_ads/images/2/92162.jpg,safe_or_irrelevant,"OPTIONAL [JDYSSEY GAMES evasion: (crus) Simulate empire) ‘wall fandall Fast, fot and into your nthe countryoidet pilcngn Buna, passed Teion quires ‘Spponant's court Tha Storm eastion! Maka 8 i, double plays, ool thinking and.quick shot mut clear Me net gar the ta mavance cl aaaaul or sneak pick-off, eactitice tea. reactions} ‘ethe ball wilt disappeart your ear site Invade and or ‘ame board Fast acon! y um 2001 cm. 300) IireRPLANET BRAIN WAVE! (VOT! Youngsters will have tun VOYAGE! (rane) Thought. skill snd ber Cte 90 ey oa Youre #ogaco strategy! You have to “compa thorFun Zoo card ang ‘ekeag iwouh he oulieh your ponent waldo slime nee eto throwsi Bal seminal Solar yuo on Twin! Establish She form picture a st thera Siocked soll Teena] Gangerous and excita telopaie communica. thy east rn et fo friesonat Genoraie force Sresk mis Sran of {ilygur objective card {tds to slow down your” thougt and Wei Spanos! OPTIONAL [JDYSSEY SHOOTING GALLERY Cock your electronic riffe and fire at still targets and moving targets on your tolevision screen! Hunt prehistoric animals! Shoot down the Red Baron! Bring law to Dodge City! Win a prize at the camivall Includes two printed circuit Game Cards and four different gamest (ITL9S0) Di: Be Be ee | Radbdsde boboeber fess ey Each optional Odyssey game is complete with all necessary materials to play the game: two Game Overlays, game aids, instructions, as well as a printed circuit Game Card (when needed). Each is modestly priced, yet offers more complote enjoyment of your Odyssey Electronic Game Center. Ask your ‘Magnavox dealer to show you his selection af optional Odyssey games . ‘and let your family and friends discover just how versatile Odyssey Is. Odyssey ++. from Magnavox. I's the game for all seasons, the game for all ages! OPTIONAL (JDYSSEY Accessories ONGAMIZER rors) ANTENNA-GAME SWITCH (ITLOOI) AC EXTERNAL POWER SUPPLY Th th Sry eae For fat sal, ‘on Odyssey ass a You camparinon- orgame Aige ve"" Fx Weve Wx 1448"" D. 47",ok,1987
data/raw/pitt_ads/images/3/11723.jpg,substance,,ok,0
data/raw/pitt_ads/images/4/154644.jpg,substance,"FIGHT, YELL. CRY. PUKE, REGRET, PUKE.",ok,37
data/raw/pitt_ads/images/10/177036.png,substance,SURGEON GENERAL'S WARMING,ok,25
data/raw/pitt_ads/images/6/17776.jpg,substance,,ok,0
data/raw/pitt_ads/images/3/150833.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/6/15736.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/1/78461.jpg,safe_or_irrelevant,Beautiful teeth.,ok,16
data/raw/pitt_ads/images/10/177824.png,safe_or_irrelevant,"UP TO 35% OFF YOUR MOBILE PLAN WHEN YOU BUNDLE /V\1 LINES. Treat yourself to the latest Smartphone this Labour Day! Plus, enjoy up to 15% Off accessories Mi Exclusive La’Fleur ‘Samsun $318 u With ValueSurf Plan (e$39/mth Singapore Samsun i? Galaxy Ace Samsun: Ld $ fe) Galaxy Note wei cane Plan ‘With ValueSurf Plan e39/mth FREE + 2GB MicroSD Card + Flip Cover & screen protector worth $69 JBL Speaker EEE worth $39 When you sign up for any new smartphone or iPhone Plan JBL On Tour Micro Speaker + Compact, lightweight & portable speaker + 35mm audio jack - compatible with most phones and music player Please see mi.com.sg/take3 for full details on Take3. Phone offers are valid til 4 May 2012, unless otherwise stated, Customers with no handset contracts, or who have completed 20 months oftheir existing contracts on eligible bill plans can re-contract atthe advertised price; additional $200 and $300 applies on the phone offers for customers who have completed at least 11 months of their normal handset Contract and/or iPhone handset contract respectively. Special handset prices are applicable for M1 ValueSurf, LiteSurf, ExtremeSurf or BlackBerry Plans/VAS, unless otherwise stated, wth an additional 24-month service commitment contract on the respective plans/VAS. IL ‘Speaker willbe offered only to new 2 years sign up with Smartphone plan namely ValueSurf, LiteSurf & Extreme Surf or iPhone plan namely IPhone Value, Lite, Extreme or Max. M1 registration guidelines, promotional, general and specific terms and conditions, and other terms apply. Visit mi.com.sg and m1shop.com.sg for details. M1 reserves the right to vary any terms and conditions without prior notice. “Only applicable for SIM only sign up. Not valid with any other promotions or vouchers. Labour Day Special Free $20 Takashimaya voucher for 1 10 customers, at Marina Bay Sands HTC ONEV €1 800 With Valuesue Plan With Values Pan 2539imth 18535/mth HTCSense™ 4 (rece } *SWscamera Limited Editon Double Pack Kal with auto focus Snap-on & Flip Cover, HTC. ONE X $468 With ValueSurf Plan 2 $39/mth Prada Phone by LG 3.0 $378 HICSense™ 4 1.5Ghz Quad Core Beats Audio + BMP Camera with auto focus worth $228 RA oi) | 1st item: 10% Off U4 A keer | 2""¢ item onwards 15% Off ar emt ) for more details and first hand updates, visit us @ ""4 www.facebook.com/HandphoneShop FIND OUT MORE ON M1 MOBILE AND BROADBAND PLANS AT w yami.com.sg NOW FOR YOUR HOME, BUSINESS AND EVERYWHERE mi.com.sg Handphon Flagship Store: Marina Bay Sands @ #82-60 Tel: 6688 7298 7g Mo Kio Cental Bavaovov stern eas8 7259 + Bedok Central Baar rT ek 268 Bishan Junction. torso esan ono! e400 Clement Cena Sapwraonterte Funan Digitale al Cert Kod Ten eS345083 Gre Word Cy Ve Seb forse teres es ton oncherd {a3 9h Te 8e45936 Jurong Pint fos oteer22208 {ott shoppers Mat fet secher Gu tang col rovers + nextserangoon) fevers 3693 Sembawang Shopping Centre foraciree she) teorsasose qos Payoh HOB Hub Peay Tense Century Squares. fornan rece 0079 Taman dorong$.€. aon ny eng o147 Tacnerens + Viocty C) Tone srs ana6 vite Sands sc. rosazTeess 208 ‘tahun Chong Pang City Bator vues 2099 resans7 oso ‘Mobile Phone MegaStor Torong Pint ° favarrorer e105 ieee « Guseay rate area «=| ® airs - Cm aers «Foun itt here Exclusive Distributor ® © @",ok,3276
data/raw/pitt_ads/images/5/18145.jpg,bullying,You don't see bullying like this every day. Your kids do. (eames StopBullying.gov,ok,81
data/raw/pitt_ads/images/10/175545.png,safe_or_irrelevant,ALL ASSES WERE NOT CREATED EQUAL. ‘JEANS TOO Tight THE Waist Fits BuT THE Waist TeNos 70 meee” OOESNT FLATTER? GAP INTHE BACK?,ok,126
data/raw/pitt_ads/images/1/158821.jpg,substance,"Pano ) yl dng IMPORTED € Singueray | Uterding VODKA At last,you can give perfection in a vodka. ‘Tanqueray Sterling. : To give Tanqueray Sterling Vodka as a gift, visit your local retailer or call 1-800-243-3787. Void where prohibited. Imported Vodka, 40% and 50% Alc/Vol (80° and 100°), 100% Grain Neutral Spirits. © 1989 Schieffelin & Somerset Co., New York, NY.",ok,364
data/raw/pitt_ads/images/10/170112.png,safe_or_irrelevant,"ALIZE GLASS IZE RICH LIPSTICK The ultimate in lable in modern new hues. Mineralize Rich Lipstick provides leralize Glass envelops lips with plush, pearlescent shine. accosmetics.co.uk/mineralizelip",ok,197
data/raw/pitt_ads/images/9/111089.jpg,safe_or_irrelevant,Fal in! The Girls are Talking ) about Tampons,ok,45
data/raw/pitt_ads/images/0/158890.jpg,substance,"i | e ™ Award-winning Three Olives Vodka. The #1 choice for the ultimate cocktail. Crisp. Clean. Smooth. When only the best will do, ask for Three Olives. VODKA “#1 Tasting Vodka” “kkk” “Gold Medal Winner” — Russian Life ~ Spirit Journal = 2003 San Francisco World Spirits Competition Imported www.threeolives.com ©2003 Whe Roc Dislres re: Dsbledn Egan. Inport and bot by Whit Rock Distlies, Lewson, ME. % NcVl 60 Poo) from England",ok,431
data/raw/pitt_ads/images/4/41474.jpg,violence_or_abuse,"78% of domestic abuse incidents resulting in death occur inthe vicim’s home ""Now is the time to let us help you out of a destructive relationship, ‘wrvwintervalhouse.on.ca NTERVAL HOUSE",ok,185
data/raw/pitt_ads/images/2/10282.jpg,substance,BSG | MBA | NBAP EBA HHA EM,ok,27
data/raw/pitt_ads/images/10/172537.png,violence_or_abuse,Here’s the rest of your fur coat.,ok,33
data/raw/pitt_ads/images/9/152429.jpg,safe_or_irrelevant,LIFE’S FOR SHARING. ces SOAP OPERAS TOO,ok,39
data/raw/pitt_ads/images/9/71539.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/4/93304.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/8/14358.jpg,substance,ey ‘ABSOLUT a,ok,13
data/raw/pitt_ads/images/8/21868.jpg,safe_or_irrelevant,,ok,0
data/raw/pitt_ads/images/10/175199.png,safe_or_irrelevant,Walmart - a Lo Save money. Live better. & Unbeatable 5tolla.m. oS prices! Friday ——*w:specataving Nov. 28 ONLY Saturday -starting i onpage 18.,ok,142
data/raw/pitt_ads/images/10/176038.png,safe_or_irrelevant,BAKED WITH REAL CHEESE 4 > %,ok,28
data/raw/pitt_ads/images/9/158749.jpg,substance,an age-old Lead on ee PO ee | Miata since 112 te (90 POOH UT PORT!,ok,66
data/raw/pitt_ads/images/4/66634.jpg,safe_or_irrelevant,""" Light Up Your Life Brighten Your Smile",ok,40
data/raw/pitt_ads/images/4/12714.jpg,substance,IN AN ABSOLUT WORLD TRUE TASTE COMES NATURALLY ALLA FAV MADE WITH NATURAL INGR!,ok,79
data/raw/pitt_ads/images/4/163554.jpg,substance,OLD HICKORY Feels nice inside you. “<isiscar emia teat ba Sater en DiCeley- FLERE C8,ok,84
data/raw/pitt_ads/images/1/80351.jpg,safe_or_irrelevant,,ok,0
